Patient Aadhar,Patient Name,Patient Age,Gender,Location,XOffset,YOffset,Choice,Endowment,Characteristic 1,Characteristic 2,Characteristic 3,Characteristic 4,Characteristic 5,Characteristic 6
607804135740,Devraj Shukla,36,M,Jalalpur,-8.618,-3.9501,2,48255,2,1,2,3,4,3
154811855879,Pranshu Mahajan,42,M,Koil Aligarh,7.4279,-7.3572,3,68913,4,3,2,1,2,3
641119023458,Aditya Dadwal,39,M,Kanpur,-9.5532,-5.3133,1,13192,2,3,4,3,2,1
354485829047,Parth Bansari,75,M,Amroha,6.7567,-5.9452,4,81741,4,3,2,1,2,3
902813151969,Pulkit Saha,31,M,Varanasi,-6.2972,9.2009,1,23033,3,2,3,2,3,4
763474974649,Mahima Barai,31,F,Nihasan,4.9287,-4.6001,1,13024,1,2,1,2,3,2
898560241535,Prajjwal Nigam,72,M,Muzaffarnagar,-3.5686,7.6438,3,64529,3,2,1,2,3,2
969481484492,Parth Vashishth,13,M,Fatehpur,1.1699,-4.0668,4,96446,1,2,3,4,3,2
926591420656,Bikash Sinha,32,M,Muzaffarnagar,5.0713,1.9232,3,52163,3,4,3,2,1,2
117422095819,Prajjwal Mahajan,32,M,Padrauna,-1.5008,-0.5095,3,51309,3,2,3,4,3,4
395115558446,Amol Kolte,67,M,Kamasin,5.6916,-9.4574,2,38632,2,1,2,1,2,3
202031504707,Ankita Shah,44,F,Tanda,0.627,-5.6326,1,22977,3,2,3,2,3,4
548961130733,Abhik Arora,20,M,Barhaj,1.4423,-2.0865,3,58620,4,3,4,3,4,3
109617015445,Bikash Patri,20,M,Varuna,-4.0527,9.1064,4,76493,3,2,1,2,3,2
402416395656,Utkarsh Sinha,19,M,Jigni,-1.1164,4.3721,1,14191,4,3,4,3,4,3
366189971100,Aditya Mahajan,48,M,Barhaj,-5.8994,-9.8573,3,52875,1,2,1,2,3,4
735202237328,Pranshu Bansari,28,M,Mahoba,1.7732,-0.8859,2,30942,4,3,2,1,2,3
810744079898,Chamanlal Rathod,12,M,Sikandara,-6.1871,6.2199,1,9166,4,3,4,3,2,3
721662876088,Abhik Nigam,15,M,Faizabad,2.6904,2.2877,3,65062,4,3,4,3,4,3
574513200103,Divyanshi Samota,35,F,Bulandshahr,9.8716,-2.1854,4,99933,2,3,4,3,4,3
940119818901,Bikash Vashishth,48,M,Gomatin R.,4.9023,-4.1616,1,20686,2,3,4,3,4,3
117093336662,Divyanshi Khandoi,47,F,Nagina,1.4894,0.7469,4,88892,1,2,3,4,3,2
907465320104,Ankita Yadav,69,F,Mirzapur,-8.1457,-4.0473,4,98867,1,2,1,2,1,2
328733791246,Mona Dengere,40,F,Chandauli,-1.4805,4.3948,2,48379,1,2,1,2,1,2
662023449158,Parth Garg,31,M,Hathras,1.8866,1.1042,2,29356,1,2,3,2,1,2
806185177212,Ankita Kolte,68,F,Deoband,2.3771,-4.0208,3,66048,1,2,3,2,3,4
483153775966,Adesh Dwivedi,50,M,Vrindavan,6.9132,1.3497,3,57082,2,3,4,3,4,3
805587598250,Bikash Arora,45,M,Bareilly,-7.0703,7.5146,2,42324,3,2,3,4,3,4
922319901595,Mahima Khan,59,F,Varuna,4.6345,-2.8708,3,58976,4,3,2,1,2,1
864707678666,Monoj Goswami,15,M,Bindki,-4.3635,-9.3943,1,12429,1,2,3,4,3,4
990683225059,Pravat Tomar,25,M,Bithur,-0.1411,0.9805,2,40778,3,4,3,2,1,2
675168792868,Janhavi Basu,36,F,Mathura,7.3706,2.2861,2,25198,4,3,2,1,2,1
250323480509,Pravat Goyal,20,M,Hardoi,-4.0514,9.295,2,31435,2,3,2,3,2,1
376766927922,Khushi Barai,30,F,Mau,3.323,4.6242,4,87579,1,2,3,2,3,2
734964197763,Rhythm Rahi,25,M,Meerut,-7.7705,-7.3596,3,66793,1,2,1,2,1,2
467751420273,Amol Lodhi,47,M,Utaraula,3.7606,8.909,2,43422,2,3,2,1,2,3
132564550906,Aman Sinha,33,M,Ahraura,-8.7788,-0.306,4,78343,1,2,1,2,1,2
376050378821,Rhitwik Mujumdar,58,M,Firozabad,-1.6639,7.3731,1,14459,2,1,2,1,2,1
696106578132,Divyanshi Bansari,23,F,Nawabganj,-5.0255,0.5659,2,25745,4,3,4,3,4,3
290810957455,Mahima Sharma,14,F,Etah,5.4265,-1.023,2,29826,4,3,2,1,2,3
522112128049,Vishakha Arora,56,F,Fatehpur,-3.426,-4.9462,1,15808,3,4,3,4,3,4
882647874604,Vishakha Bajpeyi,74,F,Padrauna,-9.4107,-3.7876,2,41932,1,2,1,2,1,2
451819626717,Pranshu Sharma,26,M,Jaunpur,-8.7321,-1.208,1,24393,2,1,2,3,4,3
804812507505,Dhairay Lodhi,70,M,Nihasan,0.6121,9.173,1,6013,3,4,3,4,3,4
484627399568,Ankit Patri,75,M,Bahraich,9.3343,1.9741,3,58467,1,2,1,2,1,2
782717348562,Antara Garg,70,F,Kanpur Nagar,-3.2343,7.6954,1,22659,3,2,1,2,1,2
797367174349,Jaya Dadwal,42,F,Aligarh,5.6132,6.5301,1,11030,3,2,3,4,3,4
930515063273,Jamal Khan,49,M,Ghaziabad,7.0695,2.089,1,7623,1,2,1,2,3,2
981681691721,Mona Khan,41,F,Bahraich,-5.8086,-3.3802,4,77015,4,3,2,3,4,3
843990291570,Adesh Shyamlal,13,M,Sambhal,5.8701,-8.4104,4,77476,1,2,1,2,1,2
217154557781,Jamal Mehta,36,M,Mathura,-7.6438,4.4412,1,24671,1,2,3,4,3,2
784728791099,Jaya Kumar,24,F,Ghatampur,8.4441,0.8314,1,13306,1,2,1,2,1,2
968373676793,Ameya Bharti,75,M,Vrindavan,8.0309,-3.9821,2,37634,2,3,4,3,2,1
773786379170,Abhik Rathod,23,M,Budaun,-5.0342,-9.4845,1,5973,3,2,1,2,3,2
822610596340,Rhythm Barai,22,M,Kadaura,2.0456,-9.2109,1,14725,2,3,4,3,4,3
879510761029,Prajjwal Barai,50,M,Jhansi,1.17,-5.849,3,50681,1,2,3,2,3,4
439500096007,Bikash Kumar,75,M,Uska,-3.4974,2.5234,4,87183,2,1,2,1,2,1
719455323440,Adesh Barai,32,M,Sambhal,-6.3563,8.7009,1,6603,4,3,2,3,4,3
639368361010,Pratik Bajpeyi,35,M,Gomatin R.,-6.6102,-4.7633,2,48348,1,2,1,2,1,2
480487078970,Mahua Kumar,60,F,Lucknow,-4.9868,5.6863,4,87573,2,1,2,1,2,1
300020320723,Sonu Vashishth,24,F,Kanpur Nagar,-2.0869,6.1107,1,21243,1,2,3,2,1,2
863695672693,Mahua Mujumdar,41,F,Mirzapur,7.7595,-4.4656,3,56139,4,3,4,3,2,3
809409104867,Jaya Garg,58,F,Deoband,-6.2507,4.3445,4,87264,1,2,3,4,3,4
669560308665,Mona Dwivedi,64,F,Hamirpur,-0.3123,6.0562,3,66827,2,3,2,3,4,3
953040672562,Janhavi Upadhyay,52,F,Sidhauli,0.0116,6.8879,3,70006,2,1,2,3,4,3
455586576175,Sonu Chauhan,70,F,Azamgarh,-7.9747,-4.7265,4,84757,1,2,3,2,3,2
449109635372,Abhishek Rahi,60,M,Bithur,-4.8219,5.9982,4,76109,4,3,2,1,2,3
501211255897,Chamanlal Tomar,16,M,Bhadohi,-2.7308,4.0957,4,87989,1,2,3,4,3,4
975026625495,Mona Sharma,65,F,Muzaffarnagar,0.2112,8.9201,3,68753,2,3,4,3,2,1
915281405726,Nikita Khandoi,75,F,Lucknow,-0.8621,-2.8262,4,79524,3,2,1,2,3,2
564078310970,Adesh Dadwal,68,M,Gorakhpur,0.2192,3.1617,4,99840,2,3,4,3,2,1
345320742284,Aman Soni,75,M,Lalitpur,-0.4433,5.372,4,80207,2,3,4,3,2,3
569928334667,Mahua Barai,22,F,Lucknow,9.2186,1.2706,1,7105,3,2,1,2,1,2
705794900620,Divyanshi Shah,60,F,Amethi,5.6556,1.6764,3,55328,1,2,1,2,1,2
817673833558,Antara Shyamlal,63,F,Rohikhand,-8.9677,7.5301,2,35256,4,3,2,3,4,3
639499079113,Pranshu Arora,16,M,Shahabad,1.4544,5.764,2,42461,2,1,2,3,4,3
104986077995,Devraj Goswami,67,M,Hamirpur,9.5486,4.8891,1,24934,4,3,4,3,4,3
281491597005,Sonu Satpathy,21,F,Firozabad,-7.7375,-9.1961,2,33684,1,2,1,2,3,4
584110395510,Monoj Arora,24,M,Ghaghara R.,5.9307,7.618,4,92294,1,2,3,2,3,2
260128520372,Jaya Rahi,33,F,Lakhimpur Kheri,2.1141,-9.8406,1,17930,1,2,3,4,3,2
473838376691,Divyanshi Dadwal,48,F,Kheri,-1.7371,6.269,2,25705,4,3,4,3,2,3
163910734041,Utkarsh Gupta,73,M,Fatehgarh,3.6846,-3.2481,4,94789,3,4,3,4,3,2
241179091314,Ishita Desai,36,F,Vrindavan,-8.1807,5.1355,3,70003,3,4,3,2,3,2
813627466822,Ashish Mujumdar,41,M,Amethi,-3.3964,-3.7986,2,34248,4,3,2,1,2,3
979121449648,Ishita Mehtele,28,F,Mathura,-7.3268,-0.4359,2,36460,4,3,4,3,4,3
649822213653,Nikita Tyagi,54,F,Mainpuri,1.6194,-5.5182,3,56661,2,1,2,1,2,3
302687316858,Aryan Dengere,13,M,Sarila,-5.6767,-2.0127,1,18663,2,1,2,3,4,3
809022362391,Prakhar Singh,26,M,Agra,5.932,6.5313,1,24435,2,3,2,1,2,3
592906844992,Khushi Nigam,55,F,Charkhari,9.6154,1.7236,2,42610,2,1,2,3,2,3
976758574315,Aditya Mujumdar,35,M,Mahoba,6.9638,-1.483,1,18929,3,2,1,2,1,2
461364010695,Abhishek Gupta,71,M,Hardoi,-3.389,5.834,4,77855,4,3,2,1,2,3
192452871210,Pratik Khan,38,M,Rampur,9.7268,-4.6376,3,74421,1,2,1,2,3,2
866857337171,Mahua Shukla,39,F,Pillbhit,7.5096,-9.3086,1,22922,4,3,2,1,2,1
373542997123,Aman Upadhyay,30,M,Bindki,-6.994,9.4538,2,46913,2,3,2,3,4,3
588183655171,Neha Chauhan,20,F,Machhlishahr,9.4824,6.2833,1,13240,1,2,3,2,1,2
271322409198,Mahua Mehtele,75,F,Nihasan,3.3012,2.1886,4,98893,1,2,1,2,3,4
137686835026,Jaya Barai,65,F,Chandausi,4.7981,-4.0312,1,12808,3,4,3,4,3,4
247006737550,Taarak Soni,36,M,Ghatampur,-1.0823,-8.1716,4,88742,1,2,3,4,3,4
353457121001,Prakhar Nigam,59,M,Koil Aligarh,-4.6626,-3.4483,3,65136,3,2,1,2,3,4
419815997816,Aman Tyagi,60,M,Banda,6.9681,-6.6148,3,67840,2,1,2,3,2,3
130410135130,Sonu Goswami,20,F,Bareilly,-0.7231,-1.0904,4,95526,1,2,1,2,1,2
781739149998,Mahima Mujumdar,15,F,Padrauna,3.557,-8.2635,1,23385,4,3,2,3,4,3
836374115693,Antara Goswami,49,F,Bindki,4.1946,-3.3086,4,78992,2,1,2,3,2,1
618968665034,Dhairay Garg,13,M,Kanpur Nagar,-6.3202,-1.4476,2,26405,2,3,2,1,2,1
637636377089,Rhitwik Lodhi,65,M,Mainpuri,-4.0465,0.9194,2,33034,1,2,3,4,3,2
543959194268,Mahua Basu,29,F,Etawah,8.9165,-7.3456,3,66672,1,2,3,4,3,4
483042688989,Vishakha Gupta,12,F,Mehndawal,-4.2311,-9.0133,2,45645,3,4,3,2,1,2
221105132788,Parth Goyal,54,M,Unnao,4.0926,-5.4462,2,40860,4,3,4,3,4,3
160478557622,Monoj Tomar,33,M,Nawabganj,3.6394,9.8494,4,91814,4,3,4,3,4,3
722207478587,Dhairay Bansari,44,M,Nagina,-0.2048,8.65,3,65218,2,3,2,1,2,3
459346487596,Ankita Nigam,17,F,Terai Swamp,-4.4773,-6.9362,1,20922,4,3,2,3,4,3
607496930030,Ishita Vashishth,51,F,Phulpur,0.3917,-1.8459,3,50019,1,2,3,4,3,4
739154639063,Ankit Basu,15,M,Ghaghara R.,6.2081,3.8263,2,25283,2,3,2,1,2,3
363026886218,Prakhar Kumar,20,M,Sultanpur,-1.7219,-2.4959,2,49380,4,3,2,1,2,3
803088747645,Ankita Barai,40,F,Mirzapur,-4.6377,-2.5958,4,96314,3,4,3,4,3,4
810501111864,Pulkit Shah,39,M,Shahjahanpur,-1.0923,4.1553,4,93991,1,2,3,4,3,4
982559999149,Dhriti Shukla,38,F,Gomatin R.,-1.4854,6.099,2,31460,2,3,2,3,2,3
463072922976,Rhitwik Samota,34,M,Kanpur Dehat,-2.954,-2.0217,1,8587,3,2,3,4,3,4
664551864712,Taarak Dwivedi,40,M,Sikandara,2.3328,-6.989,3,69400,1,2,3,2,1,2
310757372046,Khushi Desai,32,F,Uska,-2.3553,-3.6845,4,90907,2,3,4,3,4,3
628983670844,Prajjwal Rathod,63,M,Mehndawal,7.6701,1.1449,2,42719,4,3,2,1,2,3
461693487935,Neema Khandoi,58,F,Rohikhand,7.384,-6.5899,1,21956,3,4,3,2,1,2
419773920965,Rhythm Desai,39,M,Sikandara,6.736,-0.2068,3,55045,3,2,1,2,1,2
885386220240,Antara Saha,17,F,Fatehpur,6.8666,-5.5067,4,97172,3,2,1,2,3,4
409488088732,Nikita Thakur,14,F,Ghaghara R.,3.2182,-8.2607,2,41243,2,3,2,1,2,1
389850868136,Rhythm Garg,32,M,Uska,7.8956,1.3687,2,25322,4,3,4,3,2,1
199524493896,Adesh Mahajan,70,M,Mainpuri,2.3325,-7.1142,3,65536,2,1,2,1,2,3
306020186976,Pratik Saha,44,M,Gomatin R.,-1.3363,-6.4666,1,11856,1,2,3,2,3,4
187223053547,Ankit Thakur,12,M,Moradabad,-6.5514,-5.7567,1,6248,3,2,3,4,3,2
403700802550,Mahima Nigam,51,F,Etah,-6.5926,3.6662,3,62394,2,1,2,3,2,3
434971624934,Janvi Khan,59,F,Sultanpur,-8.4228,0.9366,4,92923,2,3,4,3,4,3
207075481457,Ashish Satpathy,73,M,Akbarpur,-1.3403,2.1141,3,63814,3,4,3,4,3,4
808247137314,Chamanlal Lodhi,54,M,Kamasin,5.3113,-8.9482,2,38962,4,3,4,3,4,3
978196567609,Abhishek Samota,62,M,Banda,2.9083,-4.3261,4,97967,1,2,1,2,3,2
893024316933,Neema Dadwal,56,F,Deoria,1.004,-9.2682,4,77056,3,2,1,2,3,2
489357984239,Mahima Shyamlal,53,F,Nagina,-9.196,-0.3046,4,84299,2,3,2,3,2,3
702158733409,Pranshu Yadav,26,M,Ayodhya,-3.0465,9.9681,1,23420,3,2,1,2,1,2
685831289362,Nikita Shukla,73,F,Ahraura,4.3849,-7.5933,3,65858,3,4,3,2,1,2
396798647485,Mona Mehta,53,F,Mirzapur,2.3779,6.3923,4,90872,3,2,1,2,3,4
123051642907,Neha Kolte,57,F,Charkhari,3.062,-6.4384,1,9868,2,3,2,1,2,3
431007839522,Taarak Goyal,37,M,Bithur,-2.6545,-6.27,3,50480,4,3,2,3,4,3
559555144723,Jaya Arora,44,F,Deoband,6.463,8.1079,4,83308,1,2,3,4,3,2
877718361339,Dhriti Shah,41,F,Sarila,3.8086,8.7413,2,42178,4,3,2,3,4,3
279460727496,Pravat Mehta,56,M,Sambhal,-0.3356,9.6432,4,95552,4,3,2,1,2,1
884058285701,Khushi Biswa,68,F,Shahjahanpur,1.6202,-9.6975,3,67809,4,3,2,1,2,1
528582077827,Arpit Shukla,38,M,Bareilly,-5.0718,-6.2798,1,12045,4,3,2,3,2,1
164785983107,Nikita Rathod,75,F,Barhaj,-7.473,-3.4331,4,96811,1,2,3,2,3,4
303068490012,Pravat Sinha,12,M,Mirzapur,4.3102,-7.2148,3,72175,1,2,1,2,3,4
939606312522,Prajjwal Mehtele,12,M,Saharanpur,6.3338,-2.864,4,87434,3,4,3,2,1,2
454624143143,Mahua Sinha,38,F,Mughal Serai,1.8401,0.2114,2,37483,4,3,2,1,2,3
376679555131,Abhik Bajpeyi,45,M,Orai,-6.9889,7.5358,1,17381,3,2,1,2,1,2
479987769750,Ashish Bajpeyi,27,M,Bindki,-8.1355,8.0486,4,76401,2,1,2,1,2,3
524302300675,Bikash Rathod,49,M,Bareilly,0.5122,4.4102,3,57496,4,3,2,1,2,3
250630535379,Pravat Koshta,14,M,Jalaun,1.7483,9.1813,2,31330,4,3,4,3,2,3
812512774020,Ishita Kumar,68,F,Nihasan,-6.5057,4.672,1,9894,2,1,2,3,2,3
856660091364,Dhriti Upadhyay,27,F,Tanda,-5.661,-3.1291,2,49898,3,2,3,4,3,4
346405807134,Jaya Chauhan,26,F,Nagina,-9.8601,5.5291,2,48657,1,2,1,2,3,2
428386843205,Neema Samota,35,F,Chandauli,-4.7013,2.5097,2,47307,4,3,2,1,2,3
998811945859,Ameya Khandoi,36,M,Barabanki,4.6165,-2.4197,2,29923,4,3,2,3,2,3
305293753312,Aman Shah,63,M,Ghazipur,4.6836,6.6173,3,70580,3,4,3,2,3,2
766072574014,Sonu Yadav,39,F,Nawabganj,5.045,8.3479,1,9847,3,4,3,4,3,4
844362349445,Bikash Bajpeyi,27,M,Vrindavan,0.1523,2.0412,4,98148,2,3,2,3,4,3
157242047016,Vishakha Soni,36,F,Deoband,-5.9793,-1.2533,4,96919,4,3,4,3,2,3
564092128681,Amol Dwivedi,59,M,Varuna,-5.8543,-0.7348,2,46979,4,3,4,3,4,3
411084345877,Vishakha Shah,37,F,Nawabganj,1.1616,1.624,1,5191,4,3,4,3,2,1
646128658346,Janhavi Vashishth,61,F,Vrindavan,-4.7863,7.2666,2,25447,1,2,3,2,1,2
512581836970,Taarak Mujumdar,29,M,Ghatampur,-0.6443,1.1636,1,24699,1,2,1,2,1,2
401775286010,Dhriti Gupta,69,F,Ayodhya,3.5342,0.2374,2,39099,2,3,4,3,2,1
605833192638,Divyanshi Koshta,39,F,Hamirpur,1.3366,-3.721,3,53769,2,1,2,1,2,1
313291086086,Arpit Thakur,53,M,Nagina,1.6285,-3.7013,4,93388,1,2,3,4,3,2
796232798642,Mona Shukla,32,F,Ghaziabad,4.4868,0.1922,2,44002,3,4,3,2,1,2
738793340011,Neha Kumar,67,F,Sambhal,-8.9759,4.2176,3,52865,1,2,1,2,1,2
804271435570,Vishakha Goswami,25,F,Rampur,-7.2904,-8.3708,3,50609,4,3,4,3,4,3
992020389412,Ishita Sharma,46,F,Machhlishahr,0.1332,5.1908,1,10001,2,1,2,1,2,3
202516730917,Neema Saha,40,F,Aligarh,-4.6427,-3.4193,4,84097,4,3,2,1,2,1
896356714913,Adesh Bansari,74,M,Bithur,3.4762,-4.4269,2,43189,2,3,2,1,2,1
650790327815,Ishita Mehta,48,F,Barabanki,0.2286,-2.8449,4,85380,4,3,4,3,2,1
438834177028,Utkarsh Arora,50,M,Nawabganj,5.2657,3.8873,3,67004,4,3,4,3,2,1
261353566990,Mahua Dwivedi,44,F,Muzaffarnagar,-5.2447,7.637,3,55100,2,1,2,1,2,1
984351166502,Pulkit Soni,42,M,Farrukhabad,-1.8969,5.835,4,90684,1,2,1,2,3,4
598038120819,Antara Sinha,47,F,Shahabad,-7.9775,-3.018,2,41757,2,1,2,1,2,1
399186680615,Amol Khan,69,M,Saharanpur,-9.1907,1.9297,1,18586,3,4,3,2,3,4
104838022636,Jaya Shyamlal,31,F,Terai Swamp,0.9028,9.6814,2,28962,3,2,3,4,3,2
910165296686,Chamanlal Vashishth,37,M,Sikandara,-9.1291,-5.7201,1,16295,1,2,3,2,3,4
522993301115,Janvi Singh,55,F,Pratapgarh,-0.3119,-8.136,2,32762,3,4,3,4,3,4
245407494986,Aryan Tomar,28,M,Hathras,2.4195,6.1702,4,93512,1,2,3,2,1,2
211604743366,Nikita Koshta,25,F,Ghaziabad,7.1609,1.5542,2,25477,1,2,3,4,3,2
372987449473,Ashish Dengere,73,M,Mirzapur,-1.2251,-3.8438,4,83811,1,2,1,2,1,2
512159942209,Abhik Satpathy,65,M,Mau,2.0541,-1.8602,3,50155,2,3,4,3,2,1
428772759636,Vishakha Barai,62,F,Budaun,-9.6475,-1.0247,1,16220,2,1,2,3,2,1
880506461694,Dhriti Satpathy,54,F,Prayagraj,4.2035,-8.9142,1,6553,1,2,3,2,3,2
535080047272,Rhitwik Saha,75,M,Rae Bareli,3.1819,6.1859,2,30244,1,2,1,2,1,2
437903906124,Neha Mahajan,59,F,Phulpur,-2.2079,8.8299,1,23649,4,3,4,3,2,3
294570928218,Jamal Sharma,35,M,Terai Swamp,-6.0132,-6.4194,3,64466,1,2,3,2,1,2
677650251327,Prakhar Mujumdar,18,M,Orai,5.0147,3.5653,1,5821,4,3,2,1,2,1
236783174365,Ishita Mahajan,26,F,Barhaj,-8.4353,-3.2739,1,9182,3,4,3,4,3,4
574193213556,Dhriti Samota,43,F,Hapur,-5.3518,3.7558,3,72560,4,3,4,3,4,3
954404839379,Utkarsh Soni,21,M,Khurja,-5.9859,-8.9837,3,59269,2,3,4,3,4,3
200660466663,Pratik Bansari,25,M,Mughal Serai,3.1142,7.5543,2,37297,1,2,3,4,3,2
699120312528,Rhythm Kolte,19,M,Bahraich,3.5248,4.2603,1,19636,3,4,3,4,3,2
898219576064,Neha Vashishth,13,F,Deoband,-9.6755,7.3181,1,6200,2,3,2,3,4,3
363879340710,Utkarsh Shyamlal,27,M,Machhlishahr,-2.2772,-1.4682,1,10979,4,3,2,1,2,3
401895370219,Ashish Khan,69,M,Azamgarh,-4.9258,0.6701,1,9467,1,2,3,4,3,2
492541998121,Ishita Lodhi,34,F,Vrindavan,0.0186,-8.2869,2,39508,4,3,4,3,2,1
965215322392,Mahua Tyagi,73,F,Prayagraj,7.1284,7.0531,4,99536,3,4,3,4,3,4
878124333621,Neema Biswa,27,F,Kanpur,1.9094,-2.9747,1,5722,3,2,1,2,3,2
580214382931,Bikash Tomar,40,M,Kanpur Nagar,-6.0291,-7.3587,4,91373,2,1,2,3,4,3
122622292571,Chamanlal Sinha,37,M,Chandauli,-9.28,7.9162,2,37731,1,2,3,2,1,2
239057132828,Parth Rahi,75,M,Fatehpur,8.6551,5.8852,1,5098,3,4,3,4,3,4
933053125716,Adesh Patri,74,M,Kanpur,5.7251,8.9734,2,35265,3,2,1,2,3,2
157884960076,Antara Lodhi,46,F,Nihasan,2.3274,7.2122,3,52644,4,3,4,3,2,1
385566035894,Rhythm Khan,48,M,Akbarpur,1.9504,2.2802,3,70277,4,3,2,1,2,3
847559885143,Adesh Koshta,42,M,Banda,0.2879,-7.6323,2,36896,2,3,2,3,4,3
957353347806,Pulkit Tyagi,65,M,Shahabad,-4.301,8.3338,1,15619,1,2,3,2,3,4
495089563191,Mahima Singh,17,F,Barhaj,5.1484,-7.9548,4,99283,2,3,4,3,2,1
567554296981,Ankit Chauhan,21,M,Saidpur,-7.799,7.0135,1,5482,4,3,2,3,4,3
256396924214,Mahima Rahi,41,F,Shahjahanpur,-9.3485,-3.4351,3,55245,4,3,2,1,2,3
597436678576,Neha Singh,31,F,Budaun,1.5387,-1.2119,4,93240,1,2,1,2,1,2
671019133218,Janhavi Bharti,25,F,Pillbhit,9.599,3.7516,4,89305,4,3,2,1,2,1
752133801350,Antara Samota,72,F,Bansi,-6.002,1.2191,2,30596,4,3,4,3,2,1
852016486373,Aryan Biswa,73,M,Azamgarh,9.5322,-4.0136,2,39004,4,3,4,3,4,3
516533843994,Ankita Chauhan,33,F,Amroha,-3.9613,8.3809,4,76062,1,2,3,4,3,4
979073360290,Mahima Mehta,31,F,Mau,-7.3048,-3.2685,2,40577,2,1,2,3,4,3
841529325083,Antara Patri,47,F,Ayodhya,9.482,-9.6061,4,91806,1,2,1,2,1,2
540631005775,Ameya Bansari,15,M,Bareilly,-4.3347,-6.4297,4,75151,4,3,4,3,2,3
942958492311,Rhitwik Desai,75,M,Aligarh,3.7042,9.3528,4,79025,3,2,3,2,1,2
592448161465,Sonu Singh,37,F,Jalaun,-0.4429,-2.5238,1,17460,2,1,2,1,2,3
153800248751,Ankita Tyagi,63,F,Meerut,-0.3152,8.7765,1,9857,3,4,3,4,3,4
377403749164,Jamal Shyamlal,61,M,Shahjahanpur,2.6337,-7.324,1,7385,2,1,2,1,2,3
395540489054,Dhairay Rathod,29,M,Ghazipur,5.8202,-4.2995,4,77165,3,4,3,2,1,2
462772890328,Pravat Dengere,58,M,Rohikhand,-7.7615,-9.4828,3,56458,1,2,1,2,3,2
723913743690,Jaya Singh,39,F,Ayodhya,-9.6008,-6.838,4,96999,3,2,3,2,1,2
368861160163,Bikash Rahi,40,M,Mau,-8.9565,9.5881,3,50505,4,3,2,3,2,1
384851694596,Ankita Sharma,19,F,Rohikhand,9.0322,-8.0267,3,50752,3,4,3,4,3,4
467503765763,Monoj Soni,31,M,Phulpur,-3.6987,-8.6639,3,72523,2,3,2,3,2,3
717313074569,Mahua Goswami,67,F,Machhlishahr,-7.4066,9.3418,2,47860,1,2,1,2,3,2
790857252309,Abhik Shyamlal,67,M,Machhlishahr,-8.2143,-2.7678,2,28178,4,3,4,3,4,3
847189396968,Ankit Kumar,49,M,Hardoi,6.4451,-5.4575,2,46083,4,3,2,3,2,1
818078090475,Utkarsh Bajpeyi,18,M,Shahjahanpur,2.1092,2.3101,2,33877,3,2,1,2,1,2
325832548574,Pravat Tyagi,66,M,Kanpur Dehat,-0.6821,5.0086,1,19747,1,2,1,2,3,2
585533633644,Amol Rahi,39,M,Ghazipur,3.3161,0.0121,3,67726,1,2,1,2,3,2
591634004529,Janhavi Sharma,48,F,Koil Aligarh,-4.8616,3.718,2,38214,1,2,3,4,3,4
747811967520,Monoj Dengere,69,M,Sambhal,-8.585,2.9695,2,37021,3,2,3,2,1,2
575162973759,Neema Bansari,69,F,Bithur,2.7558,8.5541,1,23391,1,2,1,2,3,4
878729303434,Mona Khandoi,68,F,Rohikhand,8.6207,-9.1797,4,93289,3,4,3,4,3,2
579458605598,Utkarsh Mujumdar,40,M,Nanpapa,-2.0579,-0.772,3,72705,1,2,1,2,1,2
501421701221,Devraj Tomar,31,M,Kheri,-4.8857,-7.9617,2,47521,1,2,3,4,3,4
218825883577,Mahima Mehtele,55,F,Orai,4.9618,-1.5766,4,90010,1,2,1,2,1,2
272225452538,Nikita Khan,73,F,Barabanki,9.2574,-9.4487,1,16884,2,3,2,3,4,3
317441027966,Mahua Gupta,54,F,Mathura,-3.8835,4.0665,1,18966,3,4,3,4,3,2
536604701941,Khushi Goyal,32,F,Banda,3.4086,-4.8068,3,65670,1,2,1,2,3,2
488399758527,Devraj Lodhi,54,M,Vrindavan,-7.9668,-2.2198,3,64815,3,2,1,2,3,4
532610597397,Prajjwal Dadwal,37,M,Gorakhpur,5.9059,6.7155,2,49207,4,3,2,3,2,1
363625750070,Jaya Nigam,48,F,Faizabad,0.5876,-8.005,4,83046,4,3,4,3,4,3
849976171441,Ishita Shyamlal,20,F,Utaraula,-1.6462,1.9414,4,96469,3,2,3,4,3,2
808851919870,Sushma Bansari,75,F,Mahoba,-8.744,7.1697,2,31222,3,4,3,4,3,2
191650112455,Devraj Dengere,25,M,Mau,-8.7828,1.095,4,82501,1,2,3,2,3,4
475174184113,Dhriti Goyal,65,F,Chandauli,-2.3213,-8.165,1,23252,1,2,3,2,3,2
666298269136,Monoj Garg,53,M,Firozabad,3.3994,1.8163,4,85003,1,2,1,2,1,2
766400481603,Parth Biswa,69,M,Bareilly,-6.9808,-0.1395,3,58572,1,2,3,2,1,2
372002434540,Abhik Kolte,73,M,Faizabad,7.5703,4.3319,1,6915,2,3,2,1,2,3
616891032313,Aditya Shah,25,M,Kanpur Nagar,-0.352,-8.7103,3,63052,3,2,1,2,1,2
734085666319,Aryan Kumar,22,M,Kanpur Dehat,-8.8321,-5.1828,2,49046,3,4,3,2,3,2
995566060710,Ankita Khandoi,72,F,Prayagraj,0.9648,-1.3151,3,69203,4,3,2,1,2,1
